name,type,start_time,duration,"ack","address","read","data","error"
"I2C","data",0.00710752,2.528e-05,true,,,0x01,
"I2C","data",0.00713456,2.544e-05,true,,,0x00,
"I2C","data",0.0071616,2.528e-05,false,,,0x00,
"I2C","stop",0.00720176,1.6e-07,,,,,
"I2C","start",0.00734704,1.6e-07,,,,,
"I2C","address",0.00738208,2.528e-05,true,0x73,false,,
"I2C","data",0.00741776,2.528e-05,true,,,0x10,
"I2C","data",0.0074448,2.544e-05,true,,,0x04,
"I2C","data",0.00747216,2.528e-05,true,,,0x00,
"I2C","stop",0.00750784,1.6e-07,,,,,
"I2C","start",0.0076432,1.6e-07,,,,,
"I2C","address",0.0076784,2.544e-05,true,0x73,false,,
"I2C","data",0.00771424,2.544e-05,true,,,0x10,
"I2C","start",0.00779216,1.6e-07,,,,,
"I2C","address",0.00779536,2.544e-05,true,0x73,true,,
"I2C","data",0.00782256,2.528e-05,true,,,0x01,
"I2C","data",0.0078496,2.528e-05,false,,,0x00,
"I2C","stop",0.00791008,1.6e-07,,,,,
"I2C","start",0.00804144,1.6e-07,,,,,
"I2C","address",0.00807504,2.528e-05,true,0x73,false,,
"I2C","data",0.00811056,2.528e-05,true,,,0x10,
"I2C","data",0.00813776,2.528e-05,true,,,0x01,
"I2C","data",0.0081648,2.544e-05,true,,,0x00,
"I2C","stop",0.00820048,1.6e-07,,,,,
"I2C","start",0.00832768,1.6e-07,,,,,
"I2C","address",0.00836144,2.544e-05,true,0x73,false,,
"I2C","data",0.00840048,2.544e-05,true,,,0x1A,
"I2C","start",0.0084784,1.6e-07,,,,,
"I2C","address",0.00848176,2.544e-05,true,0x73,true,,
"I2C","data",0.0085088,2.544e-05,false,,,0x2A,
"I2C","stop",0.00854608,1.6e-07,,,,,
"I2C","start",0.00871664,1.6e-07,,,,,
"I2C","address",0.00875008,2.544e-05,true,0x73,false,,
"I2C","data",0.00878576,2.528e-05,true,,,0x2F,
"I2C","data",0.00881296,2.528e-05,true,,,0x27,
"I2C","stop",0.00884848,1.6e-07,,,,,
"I2C","start",0.00897008,1.6e-07,,,,,
"I2C","address",0.00900384,2.528e-05,true,0x73,false,,
"I2C","data",0.00903952,2.544e-05,true,,,0x1D,
"I2C","start",0.00911728,1.6e-07,,,,,
"I2C","address",0.00912064,2.544e-05,true,0x73,true,,
"I2C","data",0.00914768,2.544e-05,false,,,0x1C,
"I2C","stop",0.00918496,1.6e-07,,,,,
"I2C","start",0.00932416,1.6e-07,,,,,
"I2C","address",0.00935808,2.544e-05,true,0x73,false,,
"I2C","data",0.00939392,2.544e-05,true,,,0x12,
"I2C","start",0.00947184,1.6e-07,,,,,
"I2C","address",0.0094752,2.544e-05,true,0x73,true,,
"I2C","data",0.00950224,2.544e-05,true,,,0x7F,
"I2C","data",0.00952944,2.544e-05,false,,,0x02,
"I2C","stop",0.00956672,1.6e-07,,,,,
"I2C","start",0.00969808,1.6e-07,,,,,
"I2C","address",0.009732,2.544e-05,true,0x73,false,,
"I2C","data",0.00976784,2.544e-05,true,,,0x14,
"I2C","start",0.00984576,1.6e-07,,,,,
"I2C","address",0.00984912,2.544e-05,true,0x73,true,,
"I2C","data",0.00987632,2.544e-05,false,,,0x04,
"I2C","stop",0.0099136,1.6e-07,,,,,
"I2C","start",0.10974688,1.6e-07,,,,,
"I2C","address",0.1097832,2.528e-05,true,0x73,false,,
"I2C","data",0.10981872,2.528e-05,true,,,0x10,
"I2C","start",0.10989616,1.6e-07,,,,,
"I2C","address",0.10989952,2.528e-05,true,0x73,true,,
"I2C","data",0.1099264,2.544e-05,true,,,0x01,
"I2C","data",0.10995344,2.544e-05,false,,,0x00,
"I2C","stop",0.10999072,1.6e-07,,,,,
"I2C","start",0.11014624,1.6e-07,,,,,
"I2C","address",0.11018144,2.544e-05,true,0x73,false,,
"I2C","data",0.11021728,2.544e-05,true,,,0x10,
"I2C","start",0.11029504,1.6e-07,,,,,
"I2C","address",0.1102984,2.56e-05,true,0x73,true,,
"I2C","data",0.1103256,2.544e-05,true,,,0x01,
"I2C","data",0.1103528,2.544e-05,false,,,0x00,
"I2C","stop",0.11039008,1.6e-07,,,,,
"I2C","start",0.11052368,1.6e-07,,,,,
"I2C","address",0.11055888,2.544e-05,true,0x73,false,,
"I2C","data",0.11059472,2.544e-05,true,,,0x19,
"I2C","start",0.11067696,1.6e-07,,,,,
"I2C","address",0.11068032,2.528e-05,true,0x73,true,,
"I2C","data",0.11070736,2.528e-05,false,,,0x51,
"I2C","stop",0.11074448,1.6e-07,,,,,
"I2C","start",0.11087536,1.6e-07,,,,,
"I2C","address",0.11091056,2.544e-05,true,0x73,false,,
"I2C","data",0.1109464,2.544e-05,true,,,0x10,
"I2C","data",0.11097376,2.528e-05,true,,,0x01,
"I2C","data",0.11100096,2.544e-05,true,,,0x00,
"I2C","stop",0.11103792,1.6e-07,,,,,
"I2C","start",0.1111656,1.6e-07,,,,,
"I2C","address",0.1112008,2.544e-05,true,0x73,false,,
"I2C","data",0.11123664,2.544e-05,true,,,0x1A,
"I2C","start",0.1113144,1.6e-07,,,,,
"I2C","address",0.11131776,2.544e-05,true,0x73,true,,
"I2C","data",0.11134496,2.544e-05,false,,,0x2A,
"I2C","stop",0.11138224,1.6e-07,,,,,
"I2C","start",0.111512,1.6e-07,,,,,
"I2C","address",0.1115472,2.544e-05,true,0x73,false,,
"I2C","data",0.11158304,2.544e-05,true,,,0x1D,
"I2C","start",0.11166096,1.6e-07,,,,,
"I2C","address",0.11166416,2.544e-05,true,0x73,true,,
"I2C","data",0.11169136,2.544e-05,false,,,0x18,
"I2C","stop",0.11172864,1.6e-07,,,,,
"I2C","start",0.11186784,1.6e-07,,,,,
"I2C","address",0.1119032,2.544e-05,true,0x73,false,,
"I2C","data",0.11193904,2.544e-05,true,,,0x12,
"I2C","start",0.11201696,1.6e-07,,,,,
"I2C","address",0.11202016,2.544e-05,true,0x73,true,,
"I2C","data",0.11204736,2.544e-05,true,,,0x7F,
"I2C","data",0.1120744,2.544e-05,false,,,0x02,
"I2C","stop",0.11211168,1.6e-07,,,,,
"I2C","start",0.1122432,1.6e-07,,,,,
"I2C","address",0.1122784,2.56e-05,true,0x73,false,,
"I2C","data",0.11231872,2.544e-05,true,,,0x14,
"I2C","start",0.11239664,1.6e-07,,,,,
"I2C","address",0.1124,2.544e-05,true,0x73,true,,
"I2C","data",0.11242704,2.544e-05,false,,,0x04,
"I2C","stop",0.11246432,1.6e-07,,,,,
"I2C","start",0.12709264,1.6e-07,,,,,
"I2C","address",0.12712928,2.544e-05,true,0x73,false,,
"I2C","data",0.12716512,2.544e-05,true,,,0x10,
"I2C","start",0.12724304,1.6e-07,,,,,
"I2C","address",0.1272464,2.544e-05,true,0x73,true,,
"I2C","data",0.1272736,2.544e-05,true,,,0x04,
"I2C","data",0.12730064,2.544e-05,false,,,0x00,
"I2C","stop",0.12733792,1.6e-07,,,,,
"I2C","start",0.12749376,1.6e-07,,,,,
"I2C","address",0.12752896,2.544e-05,true,0x73,false,,
"I2C","data",0.1275648,2.56e-05,true,,,0x10,
"I2C","start",0.12764288,1.6e-07,,,,,
"I2C","address",0.12764624,2.544e-05,true,0x73,true,,
"I2C","data",0.12767328,2.544e-05,true,,,0x04,
"I2C","data",0.12770048,2.544e-05,false,,,0x00,
"I2C","stop",0.12773776,1.6e-07,,,,,
"I2C","start",0.1278712,1.6e-07,,,,,
"I2C","address",0.1279064,2.544e-05,true,0x73,false,,
"I2C","data",0.12794224,2.544e-05,true,,,0x19,
"I2C","start",0.12802336,1.6e-07,,,,,
"I2C","address",0.12802672,2.544e-05,true,0x73,true,,
"I2C","data",0.12805376,2.544e-05,false,,,0x51,
"I2C","stop",0.12809104,1.6e-07,,,,,
"I2C","start",0.12824112,1.6e-07,,,,,
"I2C","address",0.12827632,2.544e-05,true,0x73,false,,
"I2C","data",0.12831216,2.544e-05,true,,,0x30,
"I2C","start",0.12838976,1.6e-07,,,,,
"I2C","address",0.12839312,2.544e-05,true,0x73,true,,
"I2C","data",0.12842032,2.544e-05,true,,,0x0B,
"I2C","data",0.12844736,2.544e-05,true,,,0x00,
"I2C","data",0.12859408,2.544e-05,true,,,0x8F,
"I2C","data",0.12862112,2.56e-05,true,,,0x21,
"I2C","data",0.128768,2.544e-05,true,,,0x06,
"I2C","data",0.1287952,2.544e-05,true,,,0xA1,
"I2C","data",0.12882224,2.544e-05,true,,,0x01,
"I2C","data",0.12884928,2.544e-05,true,,,0xFF,
"I2C","data",0.12887648,2.544e-05,true,,,0x9A,
"I2C","data",0.12890352,2.544e-05,true,,,0x01,
"I2C","data",0.12893072,2.528e-05,true,,,0x00,
"I2C","data",0.12895776,2.544e-05,false,,,0x00,
"I2C","stop",0.1289984,1.6e-07,,,,,
"I2C","start",0.12918016,1.6e-07,,,,,
"I2C","address",0.1292152,2.544e-05,true,0x73,false,,
"I2C","data",0.12925104,2.544e-05,true,,,0x10,
"I2C","data",0.1292784,2.528e-05,true,,,0x04,
"I2C","data",0.1293056,2.544e-05,true,,,0x00,
"I2C","stop",0.12934144,1.6e-07,,,,,
"I2C","start",0.12947728,1.6e-07,,,,,
"I2C","address",0.12951248,2.544e-05,true,0x73,false,,
"I2C","data",0.12954832,2.544e-05,true,,,0x10,
"I2C","start",0.12962624,1.6e-07,,,,,
"I2C","address",0.1296296,2.528e-05,true,0x73,true,,
"I2C","data",0.12965664,2.544e-05,true,,,0x01,
"I2C","data",0.12968368,2.544e-05,false,,,0x00,
"I2C","stop",0.12972096,1.6e-07,,,,,
"I2C","start",0.1298952,1.6e-07,,,,,
"I2C","address",0.1299304,2.544e-05,true,0x73,false,,
"I2C","data",0.12996624,2.528e-05,true,,,0x2F,
"I2C","data",0.12999344,2.544e-05,true,,,0x27,
"I2C","stop",0.13002912,1.6e-07,,,,,
"I2C","start",0.13015104,1.6e-07,,,,,
"I2C","address",0.13018624,2.544e-05,true,0x73,false,,
"I2C","data",0.13022208,2.544e-05,true,,,0x10,
"I2C","data",0.13024944,2.528e-05,true,,,0x01,
"I2C","data",0.13027664,2.544e-05,true,,,0x00,
"I2C","stop",0.13031232,1.6e-07,,,,,
"I2C","start",0.13043984,1.6e-07,,,,,
"I2C","address",0.13047504,2.544e-05,true,0x73,false,,
"I2C","data",0.13051088,2.56e-05,true,,,0x1A,
"I2C","start",0.13058896,1.6e-07,,,,,
"I2C","address",0.13059232,2.544e-05,true,0x73,true,,
"I2C","data",0.13061936,2.544e-05,false,,,0x2A,
"I2C","stop",0.13065664,1.6e-07,,,,,
"I2C","start",0.13078608,1.6e-07,,,,,
"I2C","address",0.13079152,5.232e-05,true,0x79,true,,
"I2C","data",0.1308456,7.792e-05,false,,,0x0E,
"I2C","start",0.13097904,1.6e-07,,,,,
"I2C","address",0.1309824,2.544e-05,true,0x73,true,,
"I2C","data",0.13100944,2.544e-05,false,,,0x1C,
"I2C","stop",0.13104672,1.6e-07,,,,,
"I2C","start",0.13118576,1.6e-07,,,,,
"I2C","address",0.13121952,2.56e-05,true,0x73,false,,
"I2C","data",0.13125536,2.56e-05,true,,,0x12,
"I2C","start",0.13133712,1.6e-07,,,,,
"I2C","address",0.13134048,2.544e-05,true,0x73,true,,
"I2C","data",0.13136752,2.544e-05,true,,,0x7F,
"I2C","data",0.13139456,2.544e-05,false,,,0x02,
"I2C","stop",0.13143184,1.6e-07,,,,,
"I2C","start",0.1315632,1.6e-07,,,,,
"I2C","address",0.13159696,2.544e-05,true,0x73,false,,
"I2C","data",0.1316328,2.56e-05,true,,,0x14,
"I2C","start",0.13171088,1.6e-07,,,,,
"I2C","address",0.13171424,2.544e-05,true,0x73,true,,
"I2C","data",0.13174128,2.544e-05,false,,,0x04,
"I2C","stop",0.13177856,1.6e-07,,,,,
"I2C","start",0.1665408,1.6e-07,,,,,
"I2C","address",0.16657872,2.544e-05,true,0x73,false,,
"I2C","data",0.1666144,2.544e-05,true,,,0x10,
"I2C","start",0.16669232,1.6e-07,,,,,
"I2C","address",0.16669568,2.544e-05,true,0x73,true,,
"I2C","data",0.16672288,2.544e-05,true,,,0x01,
"I2C","data",0.16674992,2.544e-05,false,,,0x00,
"I2C","stop",0.16679104,1.6e-07,,,,,
"I2C","start",0.16694848,1.6e-07,,,,,
"I2C","address",0.16698512,2.544e-05,true,0x73,false,,
"I2C","data",0.1670208,2.56e-05,true,,,0x10,
"I2C","start",0.16709888,1.6e-07,,,,,
"I2C","address",0.16710224,2.544e-05,true,0x73,true,,
"I2C","data",0.16712928,2.56e-05,true,,,0x01,
"I2C","data",0.16715648,2.544e-05,false,,,0x00,
"I2C","stop",0.16719376,1.6e-07,,,,,
"I2C","start",0.16732896,1.6e-07,,,,,
"I2C","address",0.1673656,2.528e-05,true,0x73,false,,
"I2C","data",0.16740128,2.544e-05,true,,,0x19,
"I2C","start",0.16747936,1.6e-07,,,,,
"I2C","address",0.16748272,2.544e-05,true,0x73,true,,
"I2C","data",0.16750976,2.56e-05,false,,,0x51,
"I2C","stop",0.1675472,1.6e-07,,,,,
"I2C","start",0.16768,1.6e-07,,,,,
"I2C","address",0.16771664,2.544e-05,true,0x73,false,,
"I2C","data",0.16775232,2.544e-05,true,,,0x10,
"I2C","data",0.16777968,2.528e-05,true,,,0x01,
"I2C","data",0.16780688,2.544e-05,true,,,0x00,
"I2C","stop",0.16784256,1.6e-07,,,,,
"I2C","start",0.16797136,1.6e-07,,,,,
"I2C","address",0.168008,2.544e-05,true,0x73,false,,
"I2C","data",0.168048,2.544e-05,true,,,0x1A,
"I2C","start",0.16812592,1.6e-07,,,,,
"I2C","address",0.16812912,2.56e-05,true,0x73,true,,
"I2C","data",0.16815632,2.544e-05,false,,,0x2A,
"I2C","stop",0.1681936,1.6e-07,,,,,
"I2C","start",0.16832512,1.6e-07,,,,,
"I2C","address",0.1683616,2.544e-05,true,0x73,false,,
"I2C","data",0.16839744,2.544e-05,true,,,0x1D,
"I2C","start",0.1684752,1.6e-07,,,,,
"I2C","address",0.16847856,2.544e-05,true,0x73,true,,
"I2C","data",0.16850576,2.544e-05,false,,,0x18,
"I2C","stop",0.16854304,1.6e-07,,,,,
"I2C","start",0.168684,1.6e-07,,,,,
"I2C","address",0.16872064,2.544e-05,true,0x73,false,,
"I2C","data",0.16875648,2.544e-05,true,,,0x12,
"I2C","start",0.16883424,1.6e-07,,,,,
"I2C","address",0.1688376,2.544e-05,true,0x73,true,,
"I2C","data",0.1688648,2.544e-05,true,,,0x7F,
"I2C","data",0.16889184,2.56e-05,false,,,0x02,
"I2C","stop",0.16892928,1.6e-07,,,,,
"I2C","start",0.1690624,1.6e-07,,,,,
"I2C","address",0.16909888,2.544e-05,true,0x73,false,,
"I2C","data",0.16913472,2.544e-05,true,,,0x14,
"I2C","start",0.16921248,1.6e-07,,,,,
"I2C","address",0.16921584,2.544e-05,true,0x73,true,,
"I2C","data",0.16924304,2.544e-05,false,,,0x04,
"I2C","stop",0.16928032,1.6e-07,,,,,
"I2C","start",0.18391424,1.6e-07,,,,,
"I2C","address",0.18394944,2.544e-05,true,0x73,false,,
"I2C","data",0.18398528,2.544e-05,true,,,0x10,
"I2C","start",0.1840632,1.6e-07,,,,,
"I2C","address",0.18406656,2.544e-05,true,0x73,true,,
"I2C","data",0.18409376,2.528e-05,true,,,0x04,
"I2C","data",0.1841208,2.544e-05,false,,,0x00,
"I2C","stop",0.18415808,1.6e-07,,,,,
"I2C","start",0.1842936,1.6e-07,,,,,
"I2C","address",0.18432896,2.544e-05,true,0x73,false,,
"I2C","data",0.1843648,2.544e-05,true,,,0x10,
"I2C","start",0.18444272,1.6e-07,,,,,
"I2C","address",0.18444608,2.544e-05,true,0x73,true,,
"I2C","data",0.18447312,2.544e-05,true,,,0x04,
"I2C","data",0.18450016,2.544e-05,false,,,0x00,
"I2C","stop",0.18453744,1.6e-07,,,,,
"I2C","start",0.18467264,1.6e-07,,,,,
"I2C","address",0.184708,2.544e-05,true,0x73,false,,
"I2C","data",0.18474384,2.544e-05,true,,,0x19,
"I2C","start",0.18482176,1.6e-07,,,,,
"I2C","address",0.18482512,2.544e-05,true,0x73,true,,
"I2C","data",0.18485216,2.544e-05,false,,,0x51,
"I2C","stop",0.18493232,1.6e-07,,,,,
"I2C","start",0.18508416,1.6e-07,,,,,
"I2C","address",0.18511952,2.544e-05,true,0x73,false,,
"I2C","data",0.18515536,2.544e-05,true,,,0x30,
"I2C","start",0.1852328,1.6e-07,,,,,
"I2C","address",0.18523616,2.544e-05,true,0x73,true,,
"I2C","data",0.1852632,2.544e-05,true,,,0x0B,
"I2C","data",0.18529024,2.544e-05,true,,,0x00,
"I2C","data",0.18543712,2.56e-05,true,,,0x8F,
"I2C","data",0.18546432,2.544e-05,true,,,0x23,
"I2C","data",0.1856136,2.528e-05,true,,,0x06,
"I2C","data",0.18564064,2.544e-05,true,,,0xA1,
"I2C","data",0.18566768,2.544e-05,true,,,0x01,
"I2C","data",0.18569472,2.56e-05,true,,,0xFF,
"I2C","data",0.18572192,2.544e-05,true,,,0x9A,
"I2C","data",0.18574912,2.544e-05,true,,,0x01,
"I2C","data",0.18577632,2.544e-05,true,,,0x00,
"I2C","data",0.18580336,2.56e-05,false,,,0x00,
"I2C","stop",0.1858408,1.6e-07,,,,,
"I2C","start",0.18598848,1.6e-07,,,,,
"I2C","address",0.18602368,2.544e-05,true,0x73,false,,
"I2C","data",0.18605936,2.544e-05,true,,,0x10,
"I2C","data",0.18608672,2.544e-05,true,,,0x04,
"I2C","data",0.18611408,2.544e-05,true,,,0x00,
"I2C","stop",0.18614992,1.6e-07,,,,,
"I2C","start",0.18633744,1.6e-07,,,,,
"I2C","address",0.18637264,2.528e-05,true,0x73,false,,
"I2C","data",0.18640832,2.544e-05,true,,,0x10,
"I2C","start",0.18654272,1.6e-07,,,,,
"I2C","address",0.18654608,2.544e-05,true,0x73,true,,
"I2C","data",0.18657312,2.544e-05,true,,,0x01,
"I2C","data",0.18660032,2.544e-05,false,,,0x00,
"I2C","stop",0.1866376,1.6e-07,,,,,
"I2C","start",0.18677136,1.6e-07,,,,,
"I2C","address",0.18680656,2.544e-05,true,0x73,false,,
"I2C","data",0.1868424,2.544e-05,true,,,0x10,
"I2C","data",0.18686976,2.544e-05,true,,,0x01,
"I2C","data",0.18689712,2.544e-05,true,,,0x00,
"I2C","stop",0.18693296,1.6e-07,,,,,
"I2C","start",0.18706208,1.6e-07,,,,,
"I2C","address",0.18709728,2.544e-05,true,0x73,false,,
"I2C","data",0.18713872,2.544e-05,true,,,0x1A,
"I2C","start",0.18721664,1.6e-07,,,,,
"I2C","address",0.18722,2.56e-05,true,0x73,true,,
"I2C","data",0.1872472,2.544e-05,false,,,0x2A,
"I2C","stop",0.18728448,1.6e-07,,,,,
"I2C","start",0.18745728,1.6e-07,,,,,
"I2C","address",0.18749248,2.544e-05,true,0x73,false,,
"I2C","data",0.18752832,2.544e-05,true,,,0x2F,
"I2C","data",0.18755568,2.544e-05,true,,,0x27,
"I2C","stop",0.18759136,1.6e-07,,,,,
"I2C","start",0.187748,1.6e-07,,,,,
"I2C","address",0.1877832,2.544e-05,true,0x73,false,,
"I2C","data",0.18782224,2.544e-05,true,,,0x1D,
"I2C","start",0.1879216,1.6e-07,,,,,
"I2C","address",0.18792496,2.544e-05,true,0x73,true,,
"I2C","data",0.187952,2.56e-05,false,,,0x1C,
"I2C","stop",0.18798944,1.6e-07,,,,,
"I2C","start",0.18813024,1.6e-07,,,,,
"I2C","address",0.18816544,2.544e-05,true,0x73,false,,
"I2C","data",0.18820128,2.544e-05,true,,,0x12,
"I2C","start",0.1882792,1.6e-07,,,,,
"I2C","address",0.18828256,2.544e-05,true,0x73,true,,
"I2C","data",0.1883096,2.56e-05,true,,,0x7F,
"I2C","data",0.1883368,2.544e-05,false,,,0x02,
"I2C","stop",0.18837408,1.6e-07,,,,,
"I2C","start",0.1885072,1.6e-07,,,,,
"I2C","address",0.1885424,2.544e-05,true,0x73,false,,
"I2C","data",0.18857824,2.528e-05,true,,,0x14,
"I2C","start",0.188656,1.6e-07,,,,,
"I2C","address",0.18865936,2.544e-05,true,0x73,true,,
"I2C","data",0.18868656,2.544e-05,false,,,0x04,
"I2C","stop",0.18872384,1.6e-07,,,,,
"I2C","start",0.2090128,1.6e-07,,,,,
"I2C","address",0.20905072,2.544e-05,true,0x73,false,,
"I2C","data",0.20908656,2.544e-05,true,,,0x10,
"I2C","start",0.20916576,1.6e-07,,,,,
"I2C","address",0.20916912,2.544e-05,true,0x73,true,,
"I2C","data",0.20919616,2.56e-05,true,,,0x01,
"I2C","data",0.20922336,2.544e-05,false,,,0x00,
"I2C","stop",0.2092864,1.6e-07,,,,,
"I2C","start",0.20947968,1.6e-07,,,,,
"I2C","address",0.20951648,2.544e-05,true,0x73,false,,
"I2C","data",0.20955232,2.544e-05,true,,,0x10,
"I2C","start",0.20963024,1.6e-07,,,,,
"I2C","address",0.2096336,2.544e-05,true,0x73,true,,
"I2C","data",0.2096608,2.544e-05,true,,,0x01,
"I2C","data",0.20968784,2.544e-05,false,,,0x00,
"I2C","stop",0.20972512,1.6e-07,,,,,
"I2C","start",0.20985856,1.6e-07,,,,,
"I2C","address",0.2098952,2.544e-05,true,0x73,false,,
"I2C","data",0.20993104,2.544e-05,true,,,0x19,
"I2C","start",0.21000912,1.6e-07,,,,,
"I2C","address",0.21001248,2.544e-05,true,0x73,true,,
"I2C","data",0.21003952,2.544e-05,false,,,0x51,
"I2C","stop",0.2100768,1.6e-07,,,,,
"I2C","start",0.21020784,1.6e-07,,,,,
"I2C","address",0.21024448,2.56e-05,true,0x73,false,,
"I2C","data",0.21028048,2.544e-05,true,,,0x10,
"I2C","data",0.21030768,2.56e-05,true,,,0x01,
"I2C","data",0.21033504,2.56e-05,true,,,0x00,
"I2C","stop",0.21037088,1.6e-07,,,,,
"I2C","start",0.2104984,1.6e-07,,,,,
"I2C","address",0.21053504,2.544e-05,true,0x73,false,,
"I2C","data",0.21057504,2.544e-05,true,,,0x1A,
"I2C","start",0.21065312,1.6e-07,,,,,
"I2C","address",0.21065632,2.56e-05,true,0x73,true,,
"I2C","data",0.21068352,2.544e-05,false,,,0x2A,
"I2C","stop",0.21072096,1.6e-07,,,,,
"I2C","start",0.21085056,1.6e-07,,,,,
"I2C","address",0.21088704,2.544e-05,true,0x73,false,,
"I2C","data",0.21092288,2.544e-05,true,,,0x1D,
"I2C","start",0.2110008,1.6e-07,,,,,
"I2C","address",0.21100416,2.544e-05,true,0x73,true,,
"I2C","data",0.2110312,2.544e-05,false,,,0x18,
"I2C","stop",0.21106864,1.6e-07,,,,,
"I2C","start",0.21120784,1.6e-07,,,,,
"I2C","address",0.21124432,2.544e-05,true,0x73,false,,
"I2C","data",0.21128016,2.544e-05,true,,,0x12,
"I2C","start",0.21135808,1.6e-07,,,,,
"I2C","address",0.21136144,2.544e-05,true,0x73,true,,
"I2C","data",0.21138848,2.56e-05,true,,,0x7F,
"I2C","data",0.21141568,2.544e-05,false,,,0x02,
"I2C","stop",0.21145296,1.6e-07,,,,,
"I2C","start",0.21158432,1.6e-07,,,,,
"I2C","address",0.21162096,2.544e-05,true,0x73,false,,
"I2C","data",0.2116568,2.544e-05,true,,,0x14,
"I2C","start",0.21173472,1.6e-07,,,,,
"I2C","address",0.21173808,2.544e-05,true,0x73,true,,
"I2C","data",0.21176512,2.56e-05,false,,,0x04,
"I2C","stop",0.21180256,1.6e-07,,,,,
"I2C","start",0.2263976,1.6e-07,,,,,
"I2C","address",0.22643568,2.544e-05,true,0x73,false,,
"I2C","data",0.22647152,2.56e-05,true,,,0x10,
"I2C","start",0.22654944,1.6e-07,,,,,
"I2C","address",0.2265528,2.544e-05,true,0x73,true,,
"I2C","data",0.22657984,2.544e-05,true,,,0x04,
"I2C","data",0.22660704,2.544e-05,false,,,0x00,
"I2C","stop",0.22664416,1.6e-07,,,,,
"I2C","start",0.22680016,1.6e-07,,,,,
"I2C","address",0.2268368,2.56e-05,true,0x73,false,,
"I2C","data",0.2268728,2.528e-05,true,,,0x10,
"I2C","start",0.22695056,1.6e-07,,,,,
"I2C","address",0.22695392,2.544e-05,true,0x73,true,,
"I2C","data",0.22698096,2.544e-05,true,,,0x04,
"I2C","data",0.22700816,2.528e-05,false,,,0x00,
"I2C","stop",0.22704528,1.6e-07,,,,,
"I2C","start",0.22717904,1.6e-07,,,,,
"I2C","address",0.22721568,2.544e-05,true,0x73,false,,
"I2C","data",0.22725152,2.544e-05,true,,,0x19,
"I2C","start",0.22732928,1.6e-07,,,,,
"I2C","address",0.22733264,2.544e-05,true,0x73,true,,
"I2C","data",0.22735984,2.528e-05,false,,,0x51,
"I2C","stop",0.22739696,1.6e-07,,,,,
"I2C","start",0.22758272,1.6e-07,,,,,
"I2C","address",0.22761936,2.544e-05,true,0x73,false,,
"I2C","data",0.22765504,2.544e-05,true,,,0x30,
"I2C","start",0.22773248,1.6e-07,,,,,
"I2C","address",0.22773584,2.544e-05,true,0x73,true,,
"I2C","data",0.22776288,2.544e-05,true,,,0x0B,
"I2C","data",0.22779008,2.544e-05,true,,,0x00,
"I2C","data",0.22800368,2.544e-05,true,,,0x8F,
"I2C","data",0.22803072,2.544e-05,true,,,0x25,
"I2C","data",0.22817728,2.56e-05,true,,,0x06,
"I2C","data",0.22820448,2.544e-05,true,,,0xA1,
"I2C","data",0.22823168,2.544e-05,true,,,0x01,
"I2C","data",0.22825872,2.56e-05,true,,,0xFF,
"I2C","data",0.22828592,2.544e-05,true,,,0x9A,
"I2C","data",0.22831312,2.544e-05,true,,,0x01,
"I2C","data",0.22834032,2.544e-05,true,,,0x00,
